Agemos,Male_L,Male_M,Male_S,Female_L,Female_M,Female_S
24,-0.20615245,12.6707633,0.108125811,-0.73533951,12.05503983,0.107399495
24.5,-0.216501213,12.74154396,0.108166006,-0.75220657,12.13455523,0.107740345
25,-0.228145851,12.81128336,0.108220356,-0.768220115,12.21279007,0.108108678
25.5,-0.239790488,12.88102276,0.108274706,-0.78423366,12.2910249,0.10847701
26,-0.253053171,12.94972329,0.108347866,-0.79916474,12.36785874,0.108878919
26.5,-0.266315853,13.01842382,0.108421025,-0.81409582,12.44469258,0.109280828
27,-0.281035411,13.08646021,0.108512898,-0.828015662,12.52045797,0.109712658
27.5,-0.295754969,13.1544966,0.10860477,-0.841935504,12.59622335,0.110144488
28,-0.311742169,13.22219664,0.108715226,-0.854912451,12.67121623,0.110602652
28.5,-0.327729368,13.28989667,0.108825681,-0.867889398,12.74620911,0.111060815
29,-0.344773418,13.35754538,0.108954553,-0.879996023,12.82069065,0.111541787
29.5,-0.361817468,13.42519408,0.109083424,-0.892102647,12.89517218,0.112022759
30,-0.379692778,13.49303761,0.109230503,-0.903410732,12.96937191,0.112523113
30.5,-0.397568087,13.56088113,0.109377581,-0.914718817,13.04357164,0.113023467
31,-0.41604417,13.62912986,0.109542614,-0.925297701,13.11769019,0.113539898
31.5,-0.434520252,13.69737858,0.109707646,-0.935876584,13.19180874,0.114056328
32,-0.453354504,13.7662124,0.109890365,-0.945800016,13.26601904,0.114585641
32.5,-0.472188756,13.83504622,0.110073084,-0.955723447,13.34022934,0.115114953
33,-0.491152692,13.90461461,0.110273169,-0.965053405,13.41468127,0.11565414
33.5,-0.510116627,13.97418299,0.110473254,-0.974383363,13.48913319,0.116193327
34,-0.529001103,14.0446077,0.110690327,-0.98318206,13.56395383,0.116739539
34.5,-0.547885579,14.1150324,0.1109074,-0.991980756,13.63877446,0.11728575
35,-0.566477845,14.18641429,0.111141094,-1.000310749,13.71406997,0.117836299
35.5,-0.58507011,14.25779618,0.111374787,-1.008640742,13.78936547,0.118386848
36,-0.603194918,14.33021184,0.111624651,-1.01655601,13.8652244,0.118939259
36.5,-0.621319726,14.40262749,0.111874514,-1.024471278,13.94108332,0.119491669
37,-0.638807856,14.47613682,0.112140101,-1.032022441,14.01757754,0.120043664
37.5,-0.656295986,14.54964614,0.112405687,-1.039573604,14.09407175,0.120595658
38,-0.673015508,14.6242897,0.112686471,-1.046806542,14.17125837,0.121145167
38.5,-0.689735029,14.69893326,0.112967254,-1.054039479,14.24844498,0.121694676
39,-0.705572709,14.77473739,0.113262682,-1.060993132,14.32636834,0.122239853
39.5,-0.721410388,14.85054151,0.11355811,-1.067946784,14.40429169,0.12278503
40,-0.736292806,14.92751647,0.113867533,-1.074660469,14.48298349,0.123324215
40.5,-0.751175223,15.00449143,0.114176956,-1.081374153,14.56167529,0.1238634
41,-0.765039751,15.08263799,0.114499719,-1.087877781,14.64115787,0.124395172
41.5,-0.778904279,15.16078454,0.114822482,-1.094381409,14.72064045,0.124926943
42,-0.791709889,15.2400935,0.115157887,-1.100701511,14.80092699,0.125450082
42.5,-0.804515498,15.31940246,0.115493292,-1.107021613,14.88121352,0.125973221
43,-0.816259377,15.3998528,0.115840535,-1.113180153,14.96230953,0.126486717
43.5,-0.828003255,15.48030313,0.116187777,-1.119338692,15.04340553,0.127000212
44,-0.838691814,15.56186811,0.116546042,-1.125353262,15.12530998,0.127503252
44.5,-0.849380372,15.64343309,0.116904306,-1.131367831,15.20721443,0.128006292
45,-0.859040011,15.72607922,0.117272727,-1.137251884,15.28992086,0.128498259
45.5,-0.86869965,15.80872535,0.117641148,-1.143135936,15.37262729,0.128990225
46,-0.877366821,15.89241496,0.118018845,-1.148899043,15.45612475,0.129470684
46.5,-0.886033992,15.97610456,0.118396541,-1.15466215,15.53962221,0.129951143
47,-0.893770935,16.06079325,0.118782548,-1.160310271,15.62389619,0.130419835
47.5,-0.901507878,16.14548194,0.119168555,-1.165958392,15.70817017,0.130888527
48,-0.908374734,16.23112461,0.119561938,-1.171494159,15.79320343,0.131345357
48.5,-0.915241589,16.31676727,0.11995532,-1.177029925,15.87823668,0.131802186
49,-0.921309681,16.40331594,0.120355118,-1.182450463,15.9640106,0.132247228
49.5,-0.927377772,16.4898646,0.120754916,-1.187871001,16.04978452,0.132692269
50,-0.932723796,16.57726995,0.121160169,-1.193177537,16.13627756,0.133125689
50.5,-0.938069819,16.66467529,0.121565421,-1.198484073,16.2227706,0.133559108
51,-0.94277388,16.75288739,0.121975174,-1.20366901,16.30996212,0.133981247
51.5,-0.94747794,16.84109948,0.122384927,-1.208853947,16.39715363,0.134403386
52,-0.951621817,16.93006847,0.122798245,-1.213909517,16.48502243,0.134814688
52.5,-0.955765694,17.01903746,0.123211562,-1.218965087,16.57289122,0.13522599
53,-0.959431333,17.10871413,0.123627533,-1.22388165,16.66141655,0.135627002
53.5,-0.963096972,17.1983908,0.124043503,-1.228798212,16.74994187,0.136028014
54,-0.966365203,17.28872711,0.124461248,-1.233564534,16.83910387,0.136419377
54.5,-0.969633434,17.37906341,0.124878992,-1.238330855,16.92826587,0.136810739
55,-0.972582895,17.47001293,0.12529767,-1.242934385,17.01804601,0.137193173
55.5,-0.975532355,17.56096245,0.125716348,-1.247537914,17.10782615,0.137575606
56,-0.978235135,17.65248164,0.126135185,-1.251965047,17.19820755,0.1379499
56.5,-0.980937915,17.74400082,0.126554022,-1.256392179,17.28858894,0.138324193
57,-0.983472217,17.83604602,0.126972238,-1.260628513,17.37955669,0.138691193
57.5,-0.986006518,17.92809121,0.127390453,-1.264864846,17.47052444,0.139058192
58,-0.988436729,18.02062373,0.127807374,-1.268895429,17.56206589,0.13941879
58.5,-0.99086694,18.11315625,0.128224294,-1.272926011,17.65360733,0.139779387
59,-0.993255671,18.20613956,0.128639286,-1.276735576,17.74571228,0.140134511
59.5,-0.995644402,18.29912286,0.129054277,-1.28054514,17.83781722,0.140489635
60,-0.998049144,18.3925235,0.129466767,-1.284118333,17.93047813,0.140840239
60.5,-1.000453886,18.48592413,0.129879257,-1.287691525,18.02313904,0.141190842
61,-1.002926777,18.57971189,0.130288735,-1.291011801,18.11635161,0.141537908
61.5,-1.005399668,18.67349965,0.130698212,-1.294332076,18.20956418,0.141884974
62,-1.007987336,18.76764771,0.131104229,-1.297386819,18.30332589,0.142229457
62.5,-1.010575003,18.86179576,0.131510245,-1.300441561,18.3970876,0.142573939
63,-1.013318472,18.95628078,0.131912416,-1.303215286,18.49140002,0.142916824
63.5,-1.016061941,19.05076579,0.132314586,-1.305989011,18.58571243,0.143259709
64,-1.018996591,19.14556799,0.13271259,-1.308467976,18.68057986,0.143601963
64.5,-1.021931241,19.24037019,0.133110593,-1.310946941,18.77544728,0.143944216
65,-1.025086809,19.33547341,0.133504173,-1.313118238,18.87087714,0.144286788
65.5,-1.028242376,19.43057662,0.133897752,-1.315289534,18.966307,0.144629359
66,-1.031642992,19.52596835,0.134286713,-1.31714123,19.06230984,0.144973175
66.5,-1.035043608,19.62136007,0.134675673,-1.318992925,19.15831267,0.14531699
67,-1.038707867,19.71703144,0.135059882,-1.32051412,19.25490215,0.145662947
67.5,-1.042372125,19.8127028,0.13544409,-1.322035315,19.35149163,0.146008903
68,-1.046313179,19.9086486,0.135823475,-1.323216724,19.44868436,0.146357858
68.5,-1.050254232,20.0045944,0.13620286,-1.324398133,19.54587708,0.146706813
69,-1.054479914,20.10081306,0.13657741,-1.325231336,19.64369281,0.147059588
69.5,-1.058705595,20.19703171,0.136951959,-1.326064539,19.74150854,0.147412363
70,-1.063218562,20.29352522,0.137321719,-1.326542477,19.83997,0.147769736
70.5,-1.067731529,20.39001872,0.137691478,-1.327020415,19.93843145,0.148127109
71,-1.072526361,20.48679367,0.138056576,-1.327138401,20.03756384,0.148489796
71.5,-1.077321193,20.58356862,0.138421673,-1.327256387,20.13669623,0.148852482
72,-1.082396221,20.68063214,0.138782223,-1.327010111,20.23652792,0.14922116
72.5,-1.087471249,20.77769565,0.139142773,-1.326763834,20.33635961,0.149589838
73,-1.092812117,20.87506098,0.139499008,-1.326151251,20.4369213,0.149965119
73.5,-1.098152984,20.97242631,0.139855242,-1.325538668,20.53748298,0.1503404
74,-1.103743532,21.07010912,0.140207424,-1.324559161,20.63880788,0.150722839
74.5,-1.10933408,21.16779192,0.140559605,-1.323579654,20.74013277,0.151105277
75,-1.115154062,21.26581103,0.140908047,-1.322233833,20.84225653,0.151495371
75.5,-1.120974043,21.36383013,0.141256489,-1.320888012,20.94438028,0.151885464
76,-1.126999421,21.4622074,0.141601551,-1.319178354,21.04734061,0.152283642
76.5,-1.133024799,21.56058467,0.141946613,-1.317468695,21.15030093,0.152681819
77,-1.139228075,21.65934487,0.142288699,-1.315400071,21.25413713,0.153088435
77.5,-1.145431351,21.75810506,0.142630785,-1.313331446,21.35797332,0.15349505
78,-1.151781925,21.85727567,0.142970342,-1.310909264,21.46272689,0.153910403
78.5,-1.158132499,21.95644627,0.143309898,-1.308487081,21.56748045,0.154325756
79,-1.164597056,22.05605735,0.143647411,-1.305717627,21.67319474,0.154750085
79.5,-1.171061612,22.15566842,0.143984924,-1.302948173,21.77890902,0.155174414
80,-1.177601794,22.25575352,0.144320939,-1.299841043,21.88562794,0.155607867
80.5,-1.184141975,22.35583862,0.144656953,-1.296733913,21.99234686,0.15604132
81,-1.19072458,22.45643065,0.144991981,-1.293298621,22.10011614,0.156483994
81.5,-1.197307185,22.55702268,0.145327009,-1.289863329,22.20788541,0.156926667
82,-1.203891142,22.65815913,0.145661649,-1.286111046,22.31675156,0.157378586
82.5,-1.210475099,22.75929558,0.145996289,-1.282358762,22.4256177,0.157830504
83,-1.217020181,22.86101499,0.146331145,-1.278301847,22.53562797,0.158291624
83.5,-1.223565263,22.9627344,0.146666,-1.274244931,22.64563824,0.158752743
84,-1.230031284,23.06507664,0.147001688,-1.269896859,22.75684041,0.159222953
84.5,-1.236497304,23.16741888,0.147337375,-1.265548787,22.86804258,0.159693163
85,-1.242841799,23.27042615,0.147674545,-1.260924083,22.98048469,0.160172287
85.5,-1.249186293,23.37343341,0.148011715,-1.256299378,23.09292679,0.16065141
86,-1.25537087,23.47714743,0.148350986,-1.251415019,23.20665614,0.161139183
86.5,-1.261555446,23.58086145,0.148690256,-1.24653066,23.32038549,0.161626956
87,-1.267539533,23.68532621,0.149032277,-1.241398746,23.4354521,0.162123132
87.5,-1.273523619,23.78979096,0.149374297,-1.236266832,23.55051871,0.162619308
88,-1.279268701,23.8950508,0.149719702,-1.230909088,23.66696762,0.163123454
88.5,-1.285013783,24.00031064,0.150065107,-1.225551344,23.78341652,0.1636276
89,-1.290482925,24.10641046,0.15041452,-1.219981129,23.90129678,0.16413935
89.5,-1.295952066,24.21251028,0.150763933,-1.214410914,24.01917703,0.1646511
90,-1.30111027,24.31949536,0.151117958,-1.208647652,24.13853389,0.165169954
90.5,-1.306268473,24.42648043,0.151471982,-1.202884389,24.25789074,0.165688808
91,-1.311083002,24.53439622,0.151831198,-1.196946148,24.37876926,0.166214235
91.5,-1.31589753,24.642312,0.152190413,-1.191007906,24.49964778,0.166739662
92,-1.320338187,24.75120398,0.152555368,-1.184913264,24.62209157,0.167271079
92.5,-1.324778843,24.86009596,0.152920322,-1.178818621,24.74453536,0.167802495
93,-1.328818212,24.9700095,0.153291527,-1.172586499,24.86858636,0.168339266
93.5,-1.332857581,25.07992303,0.153662731,-1.166354376,24.99263735,0.168876037
94,-1.336468888,25.19090444,0.154040683,-1.160004032,25.11833553,0.16941748
94.5,-1.340080195,25.30188584,0.154418635,-1.153653688,25.24403371,0.169958922
95,-1.34324615,25.41397781,0.154803702,-1.147202546,25.37141818,0.170504339
95.5,-1.346412105,25.52606977,0.155188768,-1.140751404,25.49880264,0.171049756
96,-1.349112701,25.63931753,0.15558134,-1.13421775,25.62790972,0.1715984
96.5,-1.351813296,25.75256528,0.155973912,-1.127684095,25.7570168,0.172147043
97,-1.354033633,25.86701259,0.156374298,-1.12108717,25.88787971,0.172698114
97.5,-1.356253969,25.9814599,0.156774684,-1.114490244,26.01874261,0.173249185
98,-1.357982414,26.0971499,0.157183132,-1.107847546,26.15139287,0.173801877
98.5,-1.359710858,26.2128399,0.157591579,-1.101204848,26.28404312,0.174354569
99,-1.360939009,26.32981509,0.158008272,-1.094534131,26.4185091,0.174908041
99.5,-1.362167159,26.44679027,0.158424964,-1.087863413,26.55297507,0.175461512
100,-1.362889769,26.56509242,0.158850018,-1.08118217,26.68928206,0.176014898
100.5,-1.363612378,26.68339457,0.159275071,-1.074500927,26.82558904,0.176568284
101,-1.363827242,26.80306476,0.159708533,-1.06782607,26.96375927,0.177120704
101.5,-1.364042106,26.92273494,0.160141995,-1.061151213,27.1019295,0.177673124
102,-1.363749968,27.04381347,0.160583842,-1.054499177,27.24198186,0.178223683
102.5,-1.363457829,27.16489199,0.161025689,-1.047847141,27.38203422,0.178774242
103,-1.362661749,27.28741869,0.161475833,-1.041233846,27.52398412,0.179322036
103.5,-1.361865669,27.40994539,0.161925976,-1.034620551,27.66593402,0.179869829
104,-1.36057414,27.53395759,0.162384214,-1.028061374,27.80979321,0.180413946
